Project,ReflectiveTarget,Type
n2o-platform,org.springframework.boot.actuate.endpoint.web.servlet.ControllerEndpointHandlerMapping,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.web.servlet.AbstractWebMvcEndpointHandlerMapping$ServletWebOperationAdapter,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.web.servlet.AbstractWebMvcEndpointHandlerMapping$OperationHandler,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.web.PathMapper,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.web.PathMappedEndpoints,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.web.PathMappedEndpoint,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.web.ExposableWebEndpoint,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.web.ExposableServletEndpoint,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.web.EndpointMediaTypes,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.SecurityContext,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.SanitizingFunction,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.Producible,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.Operation,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.invoker.cache.CachingOperationInvokerAdvisor,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.invoke.reflect.ReflectiveOperationInvoker,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.invoke.ParameterValueMapper,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.invoke.OperationInvokerAdvisor,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.ExposableEndpoint,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.EndpointsSupplier,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.EndpointId,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.EndpointFilter,Type 1
n2o-platform,org.springframework.boot.actuate.endpoint.ApiVersion,Type 1
n2o-platform,org.springframework.boot.actuate.context.ShutdownEndpoint,Type 1
n2o-platform,org.springframework.boot.actuate.context.properties.ConfigurationPropertiesReportEndpoint$ApplicationConfigurationProperties,Type 1
n2o-platform,org.springframework.boot.actuate.cache.CachesEndpointWebExtension,Type 1
n2o-platform,org.springframework.boot.actuate.cache.CachesEndpoint$CacheEntry,Type 1
n2o-platform,org.springframework.boot.actuate.cache.CachesEndpoint,Type 1
n2o-platform,org.springframework.beans.factory.support.BeanDefinitionOverrideException,Type 1
n2o-platform,org.springframework.beans.factory.SmartInitializingSingleton,Type 1
n2o-platform,org.springframework.beans.factory.ObjectProvider,Type 1
n2o-platform,org.springframework.beans.factory.NoUniqueBeanDefinitionException,Type 1
n2o-platform,org.springframework.beans.factory.NoSuchBeanDefinitionException,Type 1
n2o-platform,org.springframework.beans.factory.ListableBeanFactory,Type 1
n2o-platform,org.springframework.beans.factory.config.ConfigurableListableBeanFactory,Type 1
n2o-platform,org.springframework.beans.factory.config.BeanPostProcessor,Type 1
n2o-platform,org.springframework.beans.factory.config.BeanDefinition,Type 1
n2o-platform,org.springframework.beans.factory.BeanNotOfRequiredTypeException,Type 1
n2o-platform,org.springframework.beans.factory.BeanCurrentlyInCreationException,Type 1
n2o-platform,org.springframework.aop.framework.autoproxy.InfrastructureAdvisorAutoProxyCreator,Type 1
n2o-platform,org.springframework.aop.framework.AopInfrastructureBean,Type 1
n2o-platform,org.slf4j.bridge.SLF4JBridgeHandler,Type 1
n2o-platform,org.quartz.TriggerBuilder,Type 1
n2o-platform,org.quartz.Trigger,Type 1
n2o-platform,org.quartz.Scheduler,Type 1
n2o-platform,org.quartz.ScheduleBuilder,Type 1
n2o-platform,org.quartz.JobDetail,Type 1
n2o-platform,org.quartz.Job,Type 1
n2o-platform,org.quartz.impl.triggers.AbstractTrigger,Type 1
n2o-platform,org.hibernate.validator.internal.constraintvalidators.hv.pl.PolishNumberValidator,Type 1
n2o-platform,org.hibernate.validator.internal.constraintvalidators.hv.ModCheckBase,Type 1
n2o-platform,org.hibernate.validator.internal.constraintvalidators.hv.AbstractScriptAssertValidator,Type 1
n2o-platform,org.hibernate.validator.internal.constraintvalidators.bv.time.pastorpresent.AbstractPastOrPresentJavaTimeValidator,Type 1
n2o-platform,org.hibernate.validator.internal.constraintvalidators.bv.time.pastorpresent.AbstractPastOrPresentInstantBasedValidator,Type 1
n2o-platform,org.hibernate.validator.internal.constraintvalidators.bv.time.past.AbstractPastJavaTimeValidator,Type 1
n2o-platform,org.hibernate.validator.internal.constraintvalidators.bv.time.past.AbstractPastInstantBasedValidator,Type 1
n2o-platform,org.hibernate.validator.internal.constraintvalidators.bv.time.futureorpresent.AbstractFutureOrPresentJavaTimeValidator,Type 1
n2o-platform,org.hibernate.validator.internal.constraintvalidators.bv.time.futureorpresent.AbstractFutureOrPresentInstantBasedValidator,Type 1
n2o-platform,org.hibernate.validator.internal.constraintvalidators.bv.time.future.AbstractFutureJavaTimeValidator,Type 1
n2o-platform,org.hibernate.validator.internal.constraintvalidators.bv.time.future.AbstractFutureInstantBasedValidator,Type 1
n2o-platform,org.hibernate.validator.internal.constraintvalidators.bv.time.AbstractJavaTimeValidator,Type 1
n2o-platform,org.hibernate.validator.internal.constraintvalidators.bv.time.AbstractInstantBasedTimeValidator,Type 1
n2o-platform,org.hibernate.validator.internal.constraintvalidators.bv.size.SizeValidatorForArraysOfPrimitives,Type 1
n2o-platform,org.hibernate.validator.internal.constraintvalidators.bv.number.bound.decimal.AbstractDecimalMinValidator,Type 1
n2o-platform,org.hibernate.validator.internal.constraintvalidators.bv.number.bound.decimal.AbstractDecimalMaxValidator,Type 1
n2o-platform,org.hibernate.validator.internal.constraintvalidators.bv.number.bound.AbstractMinValidator,Type 1
n2o-platform,org.hibernate.validator.internal.constraintvalidators.bv.number.bound.AbstractMaxValidator,Type 1
n2o-platform,org.hibernate.validator.internal.constraintvalidators.AbstractEmailValidator,Type 1
n2o-platform,org.hibernate.validator.constraintvalidation.HibernateConstraintValidator,Type 1
n2o-platform,org.hibernate.validator.constraints.URL,Type 1
n2o-platform,org.hibernate.validator.constraints.UniqueElements,Type 1
n2o-platform,org.hibernate.validator.constraints.time.DurationMin,Type 1
n2o-platform,org.hibernate.validator.constraints.time.DurationMax,Type 1
n2o-platform,org.hibernate.validator.constraints.ScriptAssert,Type 1
n2o-platform,org.hibernate.validator.constraints.ru.INN,Type 1
n2o-platform,org.hibernate.validator.constraints.pl.REGON,Type 1
n2o-platform,org.hibernate.validator.constraints.pl.PESEL,Type 1
n2o-platform,org.hibernate.validator.constraints.pl.NIP,Type 1
n2o-platform,org.hibernate.validator.constraints.ParameterScriptAssert,Type 1
n2o-platform,org.hibernate.validator.constraints.NotBlank,Type 1
n2o-platform,org.hibernate.validator.constraints.Normalized,Type 1
n2o-platform,org.hibernate.validator.constraints.ModCheck,Type 1
n2o-platform,org.hibernate.validator.constraints.Mod11Check,Type 1
n2o-platform,org.hibernate.validator.constraints.Mod10Check,Type 1
n2o-platform,org.hibernate.validator.constraints.LuhnCheck,Type 1
n2o-platform,org.hibernate.validator.constraints.Length,Type 1
n2o-platform,org.hibernate.validator.constraints.ISBN,Type 1
n2o-platform,org.hibernate.validator.constraints.Email,Type 1
n2o-platform,org.hibernate.validator.constraints.EAN,Type 1
n2o-platform,org.hibernate.validator.constraints.CodePointLength,Type 1
n2o-platform,org.hibernate.validator.constraints.br.CPF,Type 1
n2o-platform,org.hibernate.validator.constraints.br.CNPJ,Type 1
n2o-platform,org.hibernate.engine.spi.SessionImplementor,Type 1
n2o-platform,org.aspectj.weaver.Advice,Type 1
n2o-platform,org.apache.zookeeper.server.watch.WatchManager,Type 1
n2o-platform,org.apache.zookeeper.ClientCnxnSocketNIO,Type 1
n2o-platform,org.apache.tomcat.websocket.server.WsFilter,Type 1
n2o-platform,org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker,Type 1
n2o-platform,org.apache.tomcat.util.threads.ThreadPoolExecutor,Type 1
n2o-platform,org.apache.tomcat.util.threads.TaskThread$WrappingRunnable,Type 1
n2o-platform,org.apache.tomcat.util.net.SocketProcessorBase,Type 1
n2o-platform,org.apache.tomcat.util.net.NioEndpoint$SocketProcessor,Type 1
n2o-platform,org.apache.kafka.common.TopicPartition,Type 1
n2o-platform,org.apache.kafka.common.serialization.StringSerializer,Type 1
n2o-platform,org.apache.kafka.common.PartitionInfo,Type 1
n2o-platform,org.apache.kafka.common.MetricName,Type 1
n2o-platform,org.apache.kafka.clients.producer.RecordMetadata,Type 1
n2o-platform,org.apache.kafka.clients.producer.ProducerRecord,Type 1
n2o-platform,org.apache.kafka.clients.producer.Producer,Type 1
n2o-platform,org.apache.kafka.clients.producer.KafkaProducer,Type 1
n2o-platform,org.apache.kafka.clients.producer.internals.DefaultPartitioner,Type 1
n2o-platform,org.apache.kafka.clients.consumer.OffsetAndMetadata,Type 1
n2o-platform,org.apache.kafka.clients.consumer.ConsumerRecords,Type 1
n2o-platform,org.apache.kafka.clients.consumer.ConsumerRecord,Type 1
n2o-platform,org.apache.kafka.clients.consumer.ConsumerGroupMetadata,Type 1
n2o-platform,org.apache.kafka.clients.consumer.Consumer,Type 1
n2o-platform,org.apache.kafka.clients.admin.TopicDescription,Type 1
n2o-platform,org.apache.el.ExpressionFactoryImpl,Type 1
n2o-platform,org.apache.coyote.UpgradeProtocol,Type 1
n2o-platform,org.apache.coyote.http11.Http11Processor,Type 1
n2o-platform,org.apache.coyote.AbstractProtocol$ConnectionHandler,Type 1
n2o-platform,org.apache.coyote.AbstractProcessorLight,Type 1
n2o-platform,org.apache.catalina.valves.ErrorReportValve,Type 1
n2o-platform,org.apache.catalina.Valve,Type 1
n2o-platform,org.apache.catalina.util.CharsetMapper,Type 1
n2o-platform,org.apache.catalina.startup.Tomcat,Type 1
n2o-platform,org.apache.catalina.loader.JdbcLeakPrevention,Type 1
n2o-platform,org.apache.catalina.LifecycleListener,Type 1
n2o-platform,org.apache.catalina.core.StandardWrapperValve,Type 1
n2o-platform,org.apache.catalina.core.StandardHostValve,Type 1
n2o-platform,org.apache.catalina.core.StandardEngineValve,Type 1
n2o-platform,org.apache.catalina.core.StandardContextValve,Type 1
n2o-platform,org.apache.catalina.core.ApplicationFilterChain,Type 1
n2o-platform,org.apache.catalina.connector.CoyoteAdapter,Type 1
n2o-platform,org.apache.catalina.connector.Connector,Type 1
n2o-platform,org.apache.catalina.authenticator.AuthenticatorBase,Type 1
n2o-platform,net.n2oapp.platform.actuate.health.KafkaHealthIndicator,Type 1
n2o-platform,net.n2oapp.platform.actuate.autoconfigure.ActuatorAutoConfiguration$KafkaHealthIndicatorConfiguration,Type 1
n2o-platform,net.n2oapp.platform.actuate.autoconfigure.ActuatorAutoConfiguration$ActuatorSecurityCustomizer,Type 1
n2o-platform,liquibase.parser.ChangeLogParserCofiguration,Type 1
n2o-platform,liquibase.lockservice.LockService,Type 1
n2o-platform,liquibase.executor.Executor,Type 1
n2o-platform,liquibase.exception.ChangeLogParseException,Type 1
n2o-platform,liquibase.database.Database,Type 1
n2o-platform,liquibase.change.DatabaseChange,Type 1
n2o-platform,kafka.utils.Log4jController,Type 1
n2o-platform,io.netty.util.NettyRuntime,Type 1
n2o-platform,io.netty.buffer.PooledByteBufAllocator,Type 1
n2o-platform,com.zaxxer.hikari.HikariDataSource,Type 1
n2o-platform,com.fasterxml.jackson.datatype.jsr310.JavaTimeModule,Type 1
n2o-platform,com.fasterxml.jackson.databind.SerializationFeature,Type 1
n2o-platform,com.fasterxml.jackson.databind.module.SimpleModule,Type 1
n2o-platform,com.fasterxml.jackson.databind.MapperFeature,Type 1
n2o-platform,com.fasterxml.jackson.databind.KeyDeserializer,Type 1
n2o-platform,com.fasterxml.jackson.databind.JsonSerializer,Type 1
n2o-platform,com.fasterxml.jackson.databind.DeserializationFeature,Type 1
n2o-platform,com.fasterxml.jackson.databind.deser.ValueInstantiator,Type 1
n2o-platform,com.fasterxml.jackson.core.JsonParser$Feature,Type 1
n2o-platform,com.fasterxml.jackson.core.JsonGenerator$Feature,Type 1
n2o-platform,com.fasterxml.jackson.core.JsonGenerator,Type 1
n2o-platform,org.springframework.scheduling.TaskScheduler,Type 2
n2o-platform,org.springframework.scheduling.config.ScheduledTaskHolder,Type 2
n2o-platform,org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler,Type 2
n2o-platform,org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor,Type 2
n2o-platform,org.springframework.kafka.listener.RecordInterceptor,Type 2
n2o-platform,org.springframework.kafka.listener.MessageListenerContainer,Type 2
n2o-platform,org.springframework.kafka.listener.ListenerContainerRegistry,Type 2
n2o-platform,org.springframework.kafka.listener.ErrorHandler,Type 2
n2o-platform,org.springframework.kafka.listener.ConsumerAwareRebalanceListener,Type 2
n2o-platform,org.springframework.kafka.listener.ConcurrentMessageListenerContainer,Type 2
n2o-platform,org.springframework.kafka.listener.CommonErrorHandler,Type 2
n2o-platform,org.springframework.kafka.listener.BatchInterceptor,Type 2
n2o-platform,org.springframework.kafka.listener.BatchErrorHandler,Type 2
n2o-platform,org.springframework.kafka.listener.adapter.RecordFilterStrategy,Type 2
n2o-platform,org.springframework.kafka.listener.adapter.BatchToRecordAdapter,Type 2
n2o-platform,org.springframework.core.env.PropertySource,Type 2
n2o-platform,org.springframework.core.env.Environment,Type 2
n2o-platform,org.springframework.cache.Cache,Type 2
n2o-platform,org.springframework.boot.task.TaskSchedulerCustomizer,Type 2
n2o-platform,org.springframework.boot.task.TaskSchedulerBuilder,Type 2
n2o-platform,org.springframework.boot.task.TaskExecutorCustomizer,Type 2
n2o-platform,org.springframework.boot.task.TaskExecutorBuilder,Type 2
n2o-platform,org.springframework.boot.env.SystemEnvironmentPropertySourceEnvironmentPostProcessor,Type 2
n2o-platform,org.springframework.boot.env.RandomValuePropertySourceEnvironmentPostProcessor,Type 2
n2o-platform,org.springframework.boot.env.EnvironmentPostProcessorApplicationListener,Type 2
n2o-platform,org.quartz.spi.OperableTrigger,Others
n2o-platform,org.quartz.impl.triggers.CoreTrigger,Others
n2o-platform,org.quartz.CronTrigger,Others
n2o-platform,org.apache.kafka.streams.StreamsBuilder,Others
n2o-platform,org.apache.kafka.common.Metric,Others
n2o-platform,org.springframework.boot.actuate.context.properties.ConfigurationPropertiesReportEndpointWebExtension,Type 3
n2o-platform,org.springframework.web.servlet.HandlerMapping,Type 3
n2o-platform,org.springframework.web.servlet.DispatcherServlet,Type 3
n2o-platform,org.springframework.web.multipart.support.StandardServletMultipartResolver,Type 3
n2o-platform,org.springframework.web.filter.OncePerRequestFilter,Type 3
n2o-platform,org.springframework.web.filter.CharacterEncodingFilter,Type 3
n2o-platform,org.springframework.web.cors.CorsConfiguration,Type 3
n2o-platform,org.springframework.transaction.jta.JtaTransactionManager,Type 3
n2o-platform,org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration,Type 3
n2o-platform,org.springframework.security.web.context.AbstractSecurityWebApplicationInitializer,Type 3
n2o-platform,org.springframework.security.config.http.SessionCreationPolicy,Type 3
n2o-platform,org.springframework.security.config.Customizer,Type 3
n2o-platform,org.springframework.security.config.annotation.web.configuration.EnableWebSecurity,Type 3
n2o-platform,org.springframework.security.authentication.AuthenticationManager,Type 3
n2o-platform,org.springframework.security.access.ConfigAttribute,Type 3
n2o-platform,org.springframework.kafka.retrytopic.RetryTopicConfiguration,Type 3
n2o-platform,org.springframework.kafka.core.KafkaTemplate,Type 3
n2o-platform,org.springframework.kafka.config.KafkaListenerEndpointRegistry,Type 3
n2o-platform,org.springframework.kafka.config.KafkaListenerEndpoint,Type 3
n2o-platform,org.springframework.kafka.config.KafkaListenerContainerFactory,Type 3
n2o-platform,org.springframework.kafka.config.ContainerCustomizer,Type 3
n2o-platform,org.springframework.kafka.config.ConcurrentKafkaListenerContainerFactory,Type 3
